Title,Company,Location,Experience,PostDay,Desc
AI / NLP Specialist,Global Pharma Tek,Bengaluru,6-8 Yrs,11 Days Ago,Education and Work Experience Requirements:6 to 8 years of experience as Data Scientist...
Developer Others,ITC Infotech,Bengaluru,2-5 Yrs,14 Days Ago,Proven 3-4 years of professional experience as a Data Scientist with a significant focu...
Developer Others,ITC Infotech,Bengaluru,2-5 Yrs,14 Days Ago,Experienced Data Scientist with a primary skill set in Machine Learning and Generativ...
Technical Writer,Orica,Hyderabad,0-3 Yrs,30+ Days Ago,Bachelors degree in a relevant field (e.gMinimum of 3 years of related work experience ...
Vertex Ai Developer,FIN Infocom,Hyderabad,0-3 Yrs,17 Days Ago,This role can be part-time or full-time and is fully remoteFamiliarity with big data te...
Project Coordinator Intern,Globose Technology Solutions,Bhiwadi,No experience info,Starts in 1-3 months,No description
Full Stack Developer,Onelogica,Noida,No experience info,Starts in 1-3 months,No description
Technical Intern - AI,Indicus Software,Pune,No experience info,Starts in 1-3 months,No description
Adobe/Google Analytics with AB Testing & SQL,Support Star Corporate,Remote,2-4 Yrs,5 Days Ago,• Understanding of Adobe data sources to optimize cross-surface journeys • Collaborate ...
Full - stack Developer,EnactOn,Surat,0-2 Yrs,30+ Days Ago,"Bachelor s degree in computer science, information technology, or a similar field. Stro..."
Databricks Administrator- Rotational shift,Tredence,Hybrid - Bengaluru,3-6 Yrs,2 Days Ago,Must be open to work in 24*7 shift rotation projectMust be able to work under pressure ...
ANIMATOR 2D,E-drona,Kochi,0-4 Yrs,30+ Days Ago,We are looking for a creative and passionate 2D Animator who has:   A creative vibe a...
AI/ML Application Developer,Mondelez,Mumbai(Lower Parel),10-15 Yrs,13 Days Ago,"Requirements: . Bachelors degree in Computer Science, Software Engineering, MLOps Engin..."
AI / ML Developer,Version Systems Pvt Ltd,Rajkot,0-3 Yrs,30+ Days Ago,"Skills Required . Strong proficiency in Python (including libraries like NumPy, pandas,..."
Advisory Services Consultant,Optum,Hyderabad,7-9 Yrs,7 Days Ago,"Required Qualifications: . Bachelors degree in Computer Science, Engineering or a relat..."
Application Developer,Accenture,Gurugram,12-16 Yrs,8 Days Ago,Minimum 12 year(s) of experience is required. Educational Qualification : Any bachelors...
Application Developer,Accenture,Hyderabad,3-8 Yrs,8 Days Ago,"Project Role :Application DeveloperProject Role Description :Design, build and configur..."
Application Developer,Accenture,Mumbai,3-5 Yrs,9 Days Ago,Experience pulling data from a variety of data source types including Mainframe (EBCDIC...
Application Developer,Accenture,Pune,3-5 Yrs,9 Days Ago,"1 years of experience developing CICD pipelines using GIT, Jenkins, Docker, Kubernetes,..."
Application Developer,Accenture,Hyderabad,1-3 Yrs,9 Days Ago,"1 years of experience developing CICD pipelines using GIT, Jenkins, Docker, Kubernetes,..."
Application Developer,Accenture,Gurugram,7-11 Yrs,9 Days Ago,Must have skills : Data Modeling Techniques and Methodologies. Good to have skills : Te...
Application Developer,Accenture,Hyderabad,1-3 Yrs,9 Days Ago,"Project Role :Application DeveloperProject Role Description :Design, build and configur..."
Application Developer,Accenture,Hyderabad,3-5 Yrs,9 Days Ago,"Project Role :Application DeveloperProject Role Description :Design, build and configur..."
Deputy Director - BI Architect,Pepsico,Hyderabad,13-23 Yrs,10 Days Ago,13+ years of experience in Business Intelligence and Data WarehousingProven experience ...
Scala Developer_5+ Years,Infosys,Hybrid - Hyderabad,6-11 Yrs,10 Days Ago,Mandatory Skill : Scala functional programing5+ years of hands on programming experien...
Application Developer,Accenture,Hyderabad,5-8 Yrs,10 Days Ago,"Project Role :Application DeveloperProject Role Description :Design, build and configur..."
Application Developer,Accenture,Gurugram,5-7 Yrs,10 Days Ago,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...
Application Developer,Accenture,Gurugram,5-7 Yrs,10 Days Ago,Minimum 5 year(s) of experience is required. Educational Qualification : GraduationExpe...
Application Developer,Accenture,Noida,3-7 Yrs,10 Days Ago,"Project Role :Application DeveloperProject Role Description :Design, build and configur..."
Application Developer,Accenture,Gurugram,7-11 Yrs,10 Days Ago,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...
Application Developer,Accenture,Pune,3-8 Yrs,11 Days Ago,Minimum 3 year(s) of experience is required. Educational Qualification : 15 years full ...
Application Developer,Accenture,Chennai,5-10 Yrs,11 Days Ago,"Project Role :Application DeveloperProject Role Description :Design, build and configur..."
Looker Developer,Tech Holding,Hyderabad,3-5 Yrs,11 Days Ago,"Experience with cloud data platforms such as Google BigQuery, Snowflake, or Redshift . ..."
Technology Architect,Accenture,Chennai,5-7 Yrs,11 Days Ago,Project Role :Technology ArchitectProject Role Description :Review and integrate all ap...
Software Developer,IBM,Kochi,3-5 Yrs,11 Days Ago,". We are looking for Frontend, Full Stack and QA / Test Automation Graduate hires with ..."
Application Developer,Accenture,Hyderabad,5-7 Yrs,11 Days Ago,Minimum 5 year(s) of experience is required. Educational Qualification : 15 years full ...
Python+PostgreSQL+BigData developer,Global Pharma Tek,Remote,4-6 Yrs,12 Days Ago,Python - 4 & plus; years of ExperiencePostgreSQL database Knowledge at least in one or ...
QA,IBM,Kochi,15-19 Yrs,12 Days Ago,"Bachelors degree or higher in Computer Science, Software Engineering, Information Syste..."
Application Developer,Accenture,Gurugram,3-5 Yrs,12 Days Ago,"Project Role :Application DeveloperProject Role Description :Design, build and configur..."
Application Developer,Accenture,Gurugram,12-14 Yrs,12 Days Ago,Minimum 12 year(s) of experience is required. Educational Qualification : GraduationQua...
QA,IBM,Kochi,15-17 Yrs,12 Days Ago,Your Role and ResponsibilitiesSoftware development is critical to the success of IBM an...
Scala Developer,Infosys,Hyderabad,7-9 Yrs,13 Days Ago,Bachelor of Engineering . Service Line
AVP/ VP - Global Technology Sales - Digital Transformation,Netscribes,"Gurugram, Bengaluru, Mumbai (All Areas)",12-22 Yrs,13 Days Ago,Role Sales - Digital TransformationDesignation: Sr. Manager / AVP / VPLOB: Automation &...
Application Developer,Accenture,Hyderabad,5-7 Yrs,13 Days Ago,Minimum 5 year(s) of experience is required. Educational Qualification : must be full t...
Application Developer,Accenture,Chennai,7-11 Yrs,13 Days Ago,"Project Role :Application DeveloperProject Role Description :Design, build and configur..."
Application Developer,Accenture,Ahmedabad,2-4 Yrs,13 Days Ago,Minimum 2 year(s) of experience is required. Educational Qualification : 15 years full ...
Application Developer,Accenture,Hyderabad,2-4 Yrs,13 Days Ago,Minimum 2 year(s) of experience is required. Educational Qualification : 15 years full ...
Application Developer,Accenture,Hyderabad,5-7 Yrs,13 Days Ago,"Project Role :Application DeveloperProject Role Description :Design, build and configur..."
Application Designer,Accenture,Chennai,7-9 Yrs,13 Days Ago,Project Role Description : Assist in defining requirements and designing applications t...
Application Developer,Accenture,Pune,2-4 Yrs,13 Days Ago,Minimum 2 year(s) of experience is required. Educational Qualification : 15 years full ...
Application Developer,Accenture,Hyderabad,2-4 Yrs,13 Days Ago,Minimum 5 year(s) of experience is required. Educational Qualification : Educational Qu...
Technology Architect,Accenture,Kolkata,5-10 Yrs,14 Days Ago,Project Role :Technology ArchitectProject Role Description :Review and integrate all ap...
Application Developer,Accenture,Chennai,1-5 Yrs,14 Days Ago,This position is based at our Chennai office.-Willing to work in B shift Qualifications...
Application Developer,Accenture,Nagpur,7-11 Yrs,14 Days Ago,"Project Role :Application DeveloperProject Role Description :Design, build and configur..."
Assistant Manager,Renault,Chennai,5-7 Yrs,14 Days Ago,Problem solver with excellent interpersonal skills with ability to make sound complex d...
Developer Others,ITC Infotech,Bengaluru,2-5 Yrs,14 Days Ago,"Knowledge of Qlik Replicate and Denodo for data virtualization layer, enhancing data ac..."
Developer Others,ITC Infotech,Bengaluru,2-5 Yrs,14 Days Ago,"PRIMARY PURPOSE: A Bachelor\s degree in Data Analytics, Data Engineering Sciences, or a..."
Full Stack Developer,Coral It Solutions,Jaipur,0-4 Yrs,30+ Days Ago,Experience developing desktop and mobile applications Familiarity with common stacks . ...
Demand Generation Executive,Statsby Solutions,Pune,0-3 Yrs,30+ Days Ago,"Bachelors degree in Business Administration, Marketing, or related field 0-3 years of e..."
Full Stack Developer,Coral Reef It Solutions,Jaipur,0-4 Yrs,30+ Days Ago,Experience developing desktop and mobile applications Familiarity with common stacks . ...
Radiologist Annotator,Macgence,Noida,0-1 Yrs,17 Days Ago,Board certification or eligibility in radiologyExperience interpreting and analyzing me...
IT and Development intern,Workoopolis,Hyderabad,No experience info,Starts in 1-3 months,No description
Testing Developer,ITC Infotech,Bengaluru,2-5 Yrs,14 Days Ago,We are looking for a talented QA Engineer to join our Data Engineering team. The suc...
Python Developer,ITC Infotech,Bengaluru,5-6 Yrs,14 Days Ago,Problem Solving for Feature Development: Intermediate . Good experience working with AW...
IDQ Developer,ITC Infotech,Bengaluru,3-6 Yrs,14 Days Ago,"Bachelors degree in Computer Science, Information Technology, or a related field The ro..."
Sr. Associate Talent Acquisition,Leverage Edu,Noida,2-4 Yrs,24 Days Ago,Desired Profile: . MBA / PGDM in HR with relevant experience may applyA minimum of 3-5 ...
Sr. Associate SDET,SAS Institute of Management,Pune,2-5 Yrs,30+ Days Ago,Bachelor s degree in computer science or related quantitative fieldExperience developin...
Sr. Associate SDET,SAS Research and  Developement (India) Pvt Ltd,Pune,2-5 Yrs,30+ Days Ago,Bachelor s degree in computer science or related quantitative fieldExperience developin...
Lead QA Engineer,VEHERE INTERECTIVE PVT LTD,Kolkata,9-14 Yrs,30+ Days Ago,Should have at least 2 years of experience leading QA Team . Strong Test Plan creation ...
Technical Architect - Application Engineer,Leading Client,Mumbai,15-20 Yrs,22 Days Ago,"Qualifications: Bachelors or Masters degree in Computer Science, Engineering, or relate..."
Lead / Architect Snowflake Engineer,Blend360 India,Hyderabad,6-11 Yrs,30+ Days Ago,We are looking for an experienced Lead Snowflake Engineer to join our data engineering...
Lead MLOPS Engineer,Cloudangle It Solutions,Hyderabad,3-5 Yrs,30+ Days Ago,"3-5 years of experience in developing / working on MLOps systems, and an overall experi..."
Hadoop Engineer,Leading Client,Mumbai,4-9 Yrs,10 Days Ago,Working with product teams to communicate and translate needs into technical requiremen...
Databricks Engineer,Leading Client,Mumbai,2-6 Yrs,10 Days Ago,"Candidate should have Hands on experience in Azure Databricks , other Big Data concepts..."
Production Support Engineer,Leading Client,Chennai,6-11 Yrs,10 Days Ago,"Should have a minimum 6+ years in Data Engineering, Data Analytics platform"
Lead Research Engineer - REDX WeSchool,prin.LN Welingkar Institute of Management Devlopment,Mumbai,4-7 Yrs,30+ Days Ago,"Good Coding skills: Dynamic programming, Mathematical modelling, Web Scraping, Data pre..."
Cloudera Lead Engineer (Vithya),Fusion Plus Solutions Inc,Hyderabad,4-10 Yrs,30+ Days Ago,"Build batch / stream data ingestion engineering pipelines using Nifi, Sqoop, Spark, Hiv..."
Cloudera Lead Engineer,Fusion Plus Solutions Inc,Hyderabad,4-10 Yrs,30+ Days Ago,"Build batch / stream data ingestion engineering pipelines using Nifi, Sqoop, Spark, Hiv..."
Lead Databricks Engineer,Hoonar Tekwurks Consulting,Pune,7-10 Yrs,24 Days Ago,"Education : Bachelors degree in Computer Science, Information Technology, or a related ..."
Lead Software Engineer,Providence College Of Engineering,Hyderabad,7-10 Yrs,30+ Days Ago,"Experience with building and deploying using Docker, Kubernetes, AKS, End to End Multi-..."
Backend End Engineer - Lead,Mobilizeon,Ghaziabad,2-4 Yrs,30+ Days Ago,MobilizeOn is looking for Backend End Engineer - Lead to join our dynamic team and emba...
Lead Software Engineer,R1 RCM,Noida,9-12 Yrs,30+ Days Ago,R1 RCM Inc. is a leading provider of technology-enabled revenue cycle management servi...
Lead Software Engineer,R1 RCM,Noida,4-8 Yrs,30+ Days Ago,"Bachelor s degree in computer science, Engineering, or a related field (or equivalent e..."
Lead AI Engineer - ML,Intileo Technologies,Hyderabad,6-11 Yrs,10 Days Ago,"Mandatory Skills: ML, NLP, DL, Python coding (Relevant exp. should be 6+ years.) Should..."
Senior Associate - Workday Help - Reporting,Teachers Insurance and Annuity Association of America (TIAA),Pune,7-9 Yrs,30+ Days Ago,Educational Requirements . Bachelors Degree Required . Work Experience . 5+ Years Requi...
Lead AWS Cloud Engineer,Trimble Applanix,Chennai,5-9 Yrs,30+ Days Ago,"Experience working with various data sources, databases and data integration . Proficie..."
Associate Manager,Trendence,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-6 Yrs,13 Days Ago,Experience in collaborating with business stakeholders to identify and meet data requir...
Associate Architect - Platform,Quantiphi Analytics Solutions,"Mumbai, Bengaluru, Thiruvananthapuram",7-12 Yrs,14 Days Ago,Certifications : Relevant certifications like Microsoft Certified: Azure Solutions Arch...
ADF/ADB Engineer,HR Solutions,"Hyderabad, Pune, Bengaluru",6-11 Yrs,20 Days Ago,Big Data Technologies : Experience with big data processing frameworks such as Apache S...
QA Test Engineer,CriticalRiver Technologies Pvt Ltd,"Hyderabad, Pune, Bengaluru",5-10 Yrs,26 Days Ago,Years of Experience: 5+ Years to 12 YearsThese responsibilities are crucial for ensurin...
Technical Sales Engineer,"Baffle, Inc.","Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-4 Yrs,30+ Days Ago,Minimum seven years of experience selling an enterprise software solution in cloud and ...
ML Platform Engineer,Twin Health,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-4 Yrs,30+ Days Ago,"Responsibilities: . Design, build, and maintain the infrastructure required to run mach..."
Database Engineer (DBRE Team),"DigitalOcean, Inc.","Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-4 Yrs,30+ Days Ago,"Experience supporting clickhouse or another OLAP datastore in a production environment,..."
GCP DevOps Engineer,The Glove,"Pune, Bangalore Rural, Gurugram",6-11 Yrs,24 Days Ago,Should have good experience in building and maintaining the infrastructure for data eng...
Principal Engineer,Balbix,"Gurugram, Bengaluru",7-12 Yrs,30+ Days Ago,"This role requires excellent architecture, design, testing and programming skills as we..."
Software Engineer,Blink Health,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-8 Yrs,30+ Days Ago,Demonstrate curiosity and an interest in learning new techniques and improving upon bes...
Cloud Engineer,Response Informatics,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",8-10 Yrs,30+ Days Ago,Response Informatics is looking for Data Scientist to join our dynamic team and embark ...
Software Development Engineer - II,Tala,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-6 Yrs,30+ Days Ago,A solid grounding in Computer Science fundamentals (based on a BS or MS in CS or relate...
Generative AI Engineer,Response Informatics,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-4 Yrs,30+ Days Ago,"Bachelors, Masters, or PhD in Computer Science, Engineering, or a related field. Strong..."
Full-Stack Engineering Manager,Codvo,"Mumbai, Delhi / NCR, Bengaluru",10-12 Yrs,24 Days Ago,"Bachelors or Masters degree in Computer Science, Software Engineering, or a related fie..."
Software Engineer - LIMS,Persol Kelly,Bengaluru,5-10 Yrs,23 Days Ago,"Develop and enhance LIMS which include requirement analysis, designing, programming, co..."
AI Engineer,Course5 Intelligence,"Gurugram, Bengaluru, Mumbai (All Areas)",5-8 Yrs,24 Days Ago,"Qualifications & Experience . Bachelors or Master s degree in Computer Science, Data Sc..."
Software Engineer - Backend,Bluecore Software,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-3 Yrs,25 Days Ago,We are looking for Software Engineers to work across our engineering teams to build ...
"Full Stack Typescript, React Engineer",Forneu,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",3-5 Yrs,30+ Days Ago,"We are looking for an enthusiastic  Full Stack Engineer - Typescript, React  who is p..."
GCP Cloud Engineer - DBT + Python,Hiring for Client and industry is IT Services & Consulting,"Mumbai, Delhi / NCR, Bengaluru",4-9 Yrs,25 Days Ago,Proven experience with Google Cloud Platform (GCP)Experience with GCP services like GCP...
Platform Engineer,Solid India Ltd,"Chennai, Bengaluru, Vadodara",5-8 Yrs,26 Days Ago,"As a Platform Engineer, you will also be working with CTO, CISO, Partner App team, Head..."
ML Engineer - AWS,Winning Edge,"Bengaluru, Karnataka",5-9 Yrs,27 Days Ago,"Basic Qualifications: Masters in Statistics, Economics, Operations Research, Data Scien..."
Generative AI Platform and Infrastructure Engineer,Cargill,Bengaluru,2-4 Yrs,28 Days Ago,The Generative AI Platform and Infrastructure Engineer will provide consistent experien...
AI & ML Engineer,Posttely,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",1-5 Yrs,30+ Days Ago,"Experience in data preprocessing, feature engineering, and model evaluation . Understan..."
Databricks Engineer,Unilode Aviation Solutions,Bengaluru,5-7 Yrs,30+ Days Ago,"Qualifications . Bachelors Degree: A bachelors degree in computer science, information ..."
SOFTWARE ENGINEER,Microsoft,Bengaluru,2-5 Yrs,30+ Days Ago,"Microsoft is a company where passionate innovators come to collaborate, envision w..."
Azure Databricks Engineer,Pradeepit Consulting Services,Bengaluru,5-7 Yrs,30+ Days Ago,Experience working with Data Lakes and managing large datasetsRequirements: . 5-7 years...
Staff Cloud Platform Engineer,Calix,Bengaluru,10-20 Yrs,30+ Days Ago,"Requirements: . Bachelors degree in Computer Science, Engineering, or related fieldExpe..."
Software Development Engineer II,Tesco,Bengaluru,1-4 Yrs,30+ Days Ago,and loading of data from a wide variety of data sources  Helm ChartsThey must be self-d...
Machine Learning Engineer,Exponentia Datalabs,Mumbai,1-4 Yrs,12 Days Ago,"Role Overview: As a Data Scientist, you will be responsible for analyzing complex datas..."
Principal Engineer,Scribble Data,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",8-10 Yrs,30+ Days Ago,Your Strengths . 8+ years of industry experience building data infrastructure including...
System Engineer,Skan,Bengaluru,2-4 Yrs,20 Days Ago,"Educational Background: Bachelor s degree in computer science, Information Technology, ..."
Aws Engineer,Recruitpartner,"Noida, Hyderabad, Bengaluru",4-9 Yrs,19 Days Ago,"Experience of AWS tools (e.g Athena, Redshift, Glue, EMR) Pyspark, Scala, Python, Min 4..."
GCP Engineer,Neal Analytics,"Mumbai, Pune, Chennai, Gurugram, Bengaluru",5-10 Yrs,30+ Days Ago,Developing Data Pipelines (Batch / Streaming) . Experience in working with Apache Spark...
"Software QA Engineer (QA Testing, Python, AI/ML)",Netapp,Bengaluru,8-12 Yrs,21 Days Ago,"As a technical member of the Platform Test Engineering team, you will work as part of t..."
Druid Engineer,Coders Brain Pvt Ltd,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",7-9 Yrs,30+ Days Ago,"Engineer should be able to pick up data modeling, data pipeline building and data pipel..."
Druid engineer,Coders Brain Pvt Ltd,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",8-11 Yrs,30+ Days Ago,"Working knowledge of modeling, loading, optimizing large mounts of data into druid to b..."
Software Engineer (Scala Backend),Sparkcognition,Bengaluru,5-10 Yrs,24 Days Ago,youll have: . Bachelors degree with 5 years of experience OR a Masters degree with 3 ye...
System Engineer,Skan,Bengaluru,2-4 Yrs,24 Days Ago,. Security Compliance: Implement and enforce security best practices to protect our sys...
GCP Bigdata engineer,IBM,"Gurugram, Chennai, Bengaluru",5-10 Yrs,23 Days Ago,Role & responsibilities Need 5+ years of Bigdata experience .GCP Cloud experence requir...
"Staff Engineer, IT System Development and Support",ams OSRAM Group,Bengaluru,5-7 Yrs,25 Days Ago,"Minimum 5 years of related working experience with cloud data warehouse technologies, p..."
Principal Software Engineer,Microsoft,Bengaluru,8-13 Yrs,30+ Days Ago,Experience working with the Linux operation system and Kubernetes cluster orchestration...
Python Developer - Freelancer - Support Engineer,Hatigen Consulting Services,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-8 Yrs,30+ Days Ago,5+ years experience on developing software solutions with various Application progra...
"Software QA Engineer (Platform testing, AIML)",Netapp,Bengaluru,4-7 Yrs,28 Days Ago,"Must have strong experience in tools design, develop, and maintain platforms for creati..."
Full Stack Engineer,Balbix,Bengaluru,5-7 Yrs,30+ Days Ago,"Responsible and like to take ownership of challenging problems . A good communicator, a..."
Image Processing Engineer,Galaxeye,Bengaluru,1-3 Yrs,30+ Days Ago,Image Processing Engineer 2 Develop CI / CD pipeline patterns and best practices and ex...
Starburst QA engineer,Expedite Technology Solutions,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-8 Yrs,30+ Days Ago,"Certification on Public Cloud experience is a must, preferably Azure Expertise experien..."
Prompt Engineer,Zeomega Infotech,Hybrid - Bengaluru,2-3 Yrs,30+ Days Ago,Experience : Minimum 2-3 years of experienceProven work experience as a prompt engineer...
AI Engineer,Skan,Bengaluru,4-5 Yrs,30+ Days Ago,"Bachelors or higher degree in Computer Science, Mathematics, Statistics, or a related f..."
Software Engineering PMTS/Architect-AI CLOUD,Tableau Software,Bengaluru,14-15 Yrs,30+ Days Ago,"14+ years of hands-on experience building, scaling and maintaining large scale, complex..."
AI Engineer,Skan,Bengaluru,4-7 Yrs,30+ Days Ago,We are seeking a highly skilled Data Scientist/Data Engineer. This role is not just a...
Software Development Engineer III,Unicard Technologies,Bengaluru,5-7 Yrs,30+ Days Ago,scalability and security requirement and suggest integration methods  Strong knowledge ...
Airflow Reliability Engineer,Astronomer,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",2-5 Yrs,30+ Days Ago,". Own the customer experience, working directly with customers to prioritize and solve ..."
Consulting/Principal Software Engineer,Reed Elsevier,Bengaluru,10-12 Yrs,30+ Days Ago,"Willingness to learn new things and come up with practical, simple solutions to technic..."
ML Engineer,Acompworld Technosoft,Noida,3-8 Yrs,10 Days Ago,"Requirements: . Bachelors or Masters degree in Computer Science, Electrical Engineering..."
Prompt Engineer,FCS Software Solutions,Remote,8-13 Yrs,10 Days Ago,Preferred Qualifications: . Experience: 8+ years . Proven experience in natural languag...
Consulting/Principal Software Engineer,Reed Elsevier,Bengaluru,10-12 Yrs,30+ Days Ago,10+ years of Software Engineering experience  BS Engineering/Computer Science or...
Staff Machine Learning Engineer,Xoom,Chennai,4-7 Yrs,11 Days Ago,6+ year experience Machine Learning Engineer / Scientist or similar role for MS. Master...
Cisco Network Engineer,Changeleaders Consulting,"Pune, Bengaluru",5-10 Yrs,10 Days Ago,Must have skills : Cisco routers Cisco Switches Firewalls F5 Load Balancer
AI Engineer,Global Pharma Tek,Pune,3-5 Yrs,12 Days Ago,"Required Qualifications: Bachelors or Masters degree in Computer Science, Artificial In..."
Machine Learning Engineer,Collinson,Mumbai,10-20 Yrs,12 Days Ago,"As a Machine Learning (ML) Engineer at Valuedynamx, Collinson   You will play a crit..."
AI/ML Engineer,Bookee,Bengaluru,2-3 Yrs,30+ Days Ago,"Experience in building upon pre-trained foundational models such as GPT, Claude, or sim..."
Python Developer+Data Engineer,Response Informatics,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",6-10 Yrs,30+ Days Ago,". At least 6+ years experience, ideally within a Data Engineer roleDemonstrated experie..."
Solutions Engineer,Netspring,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",5-10 Yrs,30+ Days Ago,Experience working with a SaaS service for an enterprise data analytics product . .
Engineering Manager - Backend,Thoughtspot,Bengaluru,10-12 Yrs,30+ Days Ago,Lead and manage a cross-functional engineering team focused on search product develop...
Software Engineer - Machine Learning Operations,Splore,Bengaluru,2-6 Yrs,30+ Days Ago,"Bachelors or masters degree in computer science, Information Technology, or a related f..."
Software Dev Engineer II,Tesco,Bengaluru,1-4 Yrs,30+ Days Ago,Aware of different design patterns optimization techniques locking principles . Should ...
SDE III - Machine Learning- Backend Engineer,Livingsocial,Bengaluru,3-5 Yrs,30+ Days Ago,"Qualifications: . Bachelors degree or higher in Computer Science, Engineering, Mathemat..."
Generative AI Engineer M/F,Akkodis,Bengaluru,3-5 Yrs,30+ Days Ago,Experience: 3-5 years of experience in developing and deploying AI solutions with a foc...
Full Stack Platform Engineer,Volvo Auto,Bengaluru,7-10 Yrs,30+ Days Ago,10 years of engineering experience Experience in scaling products at hypergrowth startu...
Principal Cloud Services Engineer,R S A,Remote,10-20 Yrs,25 Days Ago,It requires extensive knowledge of cloud maintenance with a firm grasp of emerging tech...
Software Test Engineer - Automation,STG Labs,Hybrid - Bengaluru,3-5 Yrs,20 Days Ago,Qualifications: Bachelors degree in computer science or IT related fieldHands on workin...
"Manager, Software Engineering",Becton Dickinson,Bengaluru,4-7 Yrs,21 Days Ago,"End-to-end accountability for delivering SW in quality, scope, time, and compliance ..."
Software Engineer (Gen AI),Energy Exemplar,Hybrid - Bengaluru(Mahadevpura),2-5 Yrs,24 Days Ago,Candidate is expected to come with minimum 2 years of experience of handling/building ...
Spark Engineer,Aionex Outsourcing Services,Bengaluru,5-9 Yrs,11 Days Ago,"Configure, fine-tune, and optimize Spark in large-scale environments for high performan..."
Dataops Engineer or database administration,Pradeepit Consulting Services,Bengaluru,3-7 Yrs,30+ Days Ago,We are looking for a talented individual with minimum 5 years of experience to join a t...
Specialist Software Engineer -Bigdata + Cloud,Societe Generale Global Solution Centre,Bengaluru,4-8 Yrs,30+ Days Ago,Profile required Behavior: . You must showcase strong ownership and production mindset ...
Python Software Engineer,Finquest,Bengaluru,4-9 Yrs,30+ Days Ago,Graduate with a masters degree in Computer Science or related fields Strong programming...
GCP Big Query Engineer,Pradeepit Consulting Services,Bengaluru,6-8 Yrs,30+ Days Ago,"Experience in some of the following: Python, Hadoop, Spark, SQL, Big Query, Big Table C..."
Neo4J Engineer,N Consulting Global,Bengaluru,8-13 Yrs,27 Days Ago,"- Strong with programming in Python to perform, o Batch data engineering on Apache Spar..."
Software Development Test Engineer,Balbix,Bengaluru,2-4 Yrs,30+ Days Ago,"2+ years of product automation experience, . Bachelors degree in Computer Science, Engi..."
ETL DataStage Snowflake & Cloud Engineer,Rlabs Enterprise Services,Bengaluru,10-18 Yrs,27 Days Ago,"Team please look for people who have experience in Snowflake, Cloud. Role. Must Have: ...."
Cloud Engineer,Talent Toppers,Hybrid - Bengaluru,6-9 Yrs,28 Days Ago,"Mandatory Skills: AWS Glue, Lambda, Python, SQL, Spark"
GEN AI Engineer,Numentica,Bengaluru,2-4 Yrs,30+ Days Ago,Experience in Prompt creation and custom Dataset creation for LLM / LVM Overall experie...
Solutions Engineer,Singlestore,Bengaluru,3-5 Yrs,30+ Days Ago,Engage with both current and prospective clients to understand their technical and bu...
DevOps Engineer,Infoworks,Bengaluru,3-5 Yrs,30+ Days Ago,. BS / MS from a reputed institution in CS or equivalent engineering field . 3-5 years ...
Java Full Stack Engineer,Evoluteiq,Bengaluru,4-9 Yrs,30+ Days Ago,"EIQ platform helps in automating business processes, and data processing both batch and..."
Engineering Manager - AI,Hyperverge,Bengaluru,3-6 Yrs,30+ Days Ago,We are seeking an experienced Engineering Manager with a strong background in Artifici...
"Site Reliability Engineer - Hadoop, Cloud and Linux",Acceldata,Bengaluru,5-8 Yrs,30+ Days Ago,You will join a team of highly skilled engineers who are responsible for delivering ...
Site Reliability Engineer - Dedicated,Acceldata,Bengaluru,5-6 Yrs,30+ Days Ago,"You d be required to provide implementation guidance, best practices framework, and tec..."
Python Automation Engineer,Balbix,"Gurugram, Bengaluru",2-5 Yrs,30+ Days Ago,"2+ years of product automation experience, . Bachelors degree in Computer Science, Engi..."
Python Engineer,ACI Global Business Services,Remote,4-8 Yrs,2 Days Ago,Solution Engineer Python. We are looking for a Dynamic Solution Engineer who is having ...
